,BEA_sector,date,vraw,uraw,eraw,U_monthly,v,u,e
416,Information,2002-02-01,98,269,3472.0,7302,0.0007145643527177143,0.0019614062334802566,0.025315994210570448
417,Mining,2002-02-01,16,31,595.0,7302,0.00011666356779064723,0.000226035662594379,0.004338426427214694
418,Nondurable goods,2002-02-01,114,387,5850.0,7302,0.0008312279205083615,0.0028218000459362797,0.04265511697345539
419,"Other services, except government",2002-02-01,147,305,5354.0,7302,0.0010718465290765714,0.0022238992610092126,0.03903854637194533
420,Professional and business services,2002-02-01,493,910,15981.0,7302,0.0035946961825493178,0.006635240418093061,0.11652502980389583
421,Real estate and rental and leasing,2002-02-01,60,100,2030.3,7302,0.00043748837921492713,0.0007291472986915452,0.01480387760533444
422,Retail trade,2002-02-01,350,977,15071.5,7302,0.002552015545420408,0.007123769108216396,0.10989343512229623
423,Transportation and warehousing,2002-02-01,86,297,4223.5,7302,0.0006270666768747288,0.002165567477113889,0.030795536160237412
424,Wholesale trade,2002-02-01,103,185,5672.4,7302,0.0007510217176522915,0.0013489225025793586,0.0413601513709792
357,Accommodation and food services,2002-03-01,355,767,10164.3,7399,0.0025870694624506915,0.005589527542816001,0.07407253559771144
358,"Arts, entertainment, and recreation",2002-03-01,74,160,1800.7,7399,0.0005392764513277498,0.0011660031380059455,0.013122636566295663
359,Construction,2002-03-01,125,805,6755.0,7399,0.0009109399515671449,0.005866453288092413,0.04922719498268851
360,Durable goods,2002-03-01,139,819,9614.0,7399,0.0010129652261426651,0.005968478562667933,0.07006221355493225
361,Educational services,2002-03-01,56,125,2605.8,7399,0.0004081010983020809,0.0009109399515671449,0.01898981860634933
362,Finance and insurance,2002-03-01,214,190,5794.9,7399,0.001559529197082952,0.0013846287263820601,0.04223044740269158
363,Government,2002-03-01,440,518,21431.0,7399,0.00320650862951635,0.0037749351592942485,0.15617883281628386
364,Health care and social assistance,2002-03-01,684,444,13444.1,7399,0.004984663414975417,0.0032356587079664986,0.09797414242291082
365,Information,2002-03-01,96,256,3454.0,7399,0.0006996018828035672,0.0018656050208095127,0.025171092741703347
366,Mining,2002-03-01,4,30,588.0,7399,2.9150078450148637e-05,0.00021862558837611477,0.00428506153217185
367,Nondurable goods,2002-03-01,102,430,5832.0,7399,0.0007433270004787902,0.0031336334333909783,0.042500814380316713
368,"Other services, except government",2002-03-01,165,297,5362.0,7399,0.0012024407360686313,0.002164393324923536,0.03907568016242425
369,Professional and business services,2002-03-01,595,939,16003.0,7399,0.00433607416945961,0.0068429809161723925,0.11662217635943216
370,Real estate and rental and leasing,2002-03-01,28,105,2030.1,7399,0.00020405054915104045,0.0007651895593164017,0.014794393565411686
371,Retail trade,2002-03-01,354,1036,15068.2,7399,0.0025797819428381545,0.007549870318588497,0.10980980302563242
372,Transportation and warehousing,2002-03-01,92,285,4213.0,7399,0.0006704518043534186,0.00207694308957309,0.030702320127619052
373,Wholesale trade,2002-03-01,171,193,5661.8,7399,0.0012461658537438543,0.0014064912852196716,0.04126047854226289
391,Accommodation and food services,2002-04-01,353,801,10155.8,7525,0.002571724147979775,0.005835555361279887,0.07398843088400284
392,"Arts, entertainment, and recreation",2002-04-01,59,177,1772.5,7525,0.0004298349142515772,0.0012895047427547315,0.012913260771371535
393,Construction,2002-04-01,99,805,6710.0,7525,0.0007212484154390872,0.005864696711398638,0.048884614824204795
394,Durable goods,2002-04-01,146,857,9580.0,7525,0.0010636592793344113,0.006243534262942401,0.06979353353440863
395,Educational services,2002-04-01,52,106,2614.1,7525,0.00037883755154376295,0.0007722457781469014,0.019044600836356743
396,Finance and insurance,2002-04-01,184,188,5798.0,7525,0.0013405021054625457,0.001369643455581297,0.04224038699712957
397,Government,2002-04-01,426,536,21443.0,7525,0.003103553787646981,0.0039049409159126335,0.1562194926490944
398,Health care and social assistance,2002-04-01,657,423,13473.5,7525,0.004786466757004851,0.0030816977750579176,0.09815899520624788
399,Information,2002-04-01,86,263,3435.0,7525,0.0006265390275531464,0.001916043770307878,0.02502513441447742
400,Mining,2002-04-01,9,31,587.0,7525,6.556803776718975e-05,0.00022584546342032023,0.004276493129926708
401,Nondurable goods,2002-04-01,97,443,5814.0,7525,0.0007066777403797116,0.003227404525651673,0.04235695239760457
402,"Other services, except government",2002-04-01,157,268,5366.0,7525,0.0011437979921609766,0.0019524704579563167,0.03909312118430446
403,Professional and business services,2002-04-01,534,1000,16020.0,7525,0.003890370240853258,0.007285337529687749,0.11671110722559774
404,Real estate and rental and leasing,2002-04-01,58,110,2031.0,7525,0.0004225495767218894,0.0008013871282656524,0.014796520522795818
405,Retail trade,2002-04-01,351,1016,15071.5,7525,0.0025571534729204,0.0074019029301627525,0.1098009645786889
406,Transportation and warehousing,2002-04-01,108,284,4212.0,7525,0.0007868164532062768,0.0020690358584313207,0.0306858416750448
407,Wholesale trade,2002-04-01,107,217,5653.6,7525,0.0007795311156765892,0.0015809182439422416,0.04118838425784266
238,Accommodation and food services,2002-05-01,364,857,10169.2,7563,0.002651293051645586,0.006242192706758977,0.07407013544174257
239,"Arts, entertainment, and recreation",2002-05-01,65,200,1766.4,7563,0.0004734451877938547,0.0014567544239810913,0.012866055072601
240,Construction,2002-05-01,112,750,6684.0,7563,0.0008157824774294111,0.005462829089929093,0.04868473284944807
241,Durable goods,2002-05-01,160,782,9546.0,7563,0.0011654035391848732,0.0056959097977660675,0.0695308886566175
242,Educational services,2002-05-01,47,124,2636.6,7563,0.00034233728963555644,0.0009031877428682766,0.019204393571342727
243,Finance and insurance,2002-05-01,173,224,5790.9,7563,0.001260092576743644,0.0016315649548588223,0.04217959596916051
244,Government,2002-05-01,458,554,21514.0,7563,0.003335967630916699,0.004035209754427623,0.156703073387646
245,Health care and social assistance,2002-05-01,626,447,13495.9,7563,0.0045596413470608155,0.003255846137597739,0.09830106015303205
246,Information,2002-05-01,99,263,3417.0,7563,0.0007210934398706403,0.001915632067535135,0.024888649333716945
247,Mining,2002-05-01,5,26,583.0,7563,3.6418860599527286e-05,0.00018937807511754188,0.004246439145904881
248,Nondurable goods,2002-05-01,90,462,5792.0,7563,0.0006555394907914911,0.003365102719396321,0.042187608118492405
249,"Other services, except government",2002-05-01,159,289,5369.0,7563,0.0011581197670649675,0.002105010142652677,0.039106572511772394
250,Professional and business services,2002-05-01,671,1009,16012.0,7563,0.004887411092456561,0.007349326068984606,0.11662775918392618
251,Real estate and rental and leasing,2002-05-01,50,118,2033.3,7563,0.00036418860599527283,0.0008594851101488439,0.014810093851403765
252,Retail trade,2002-05-01,340,976,15050.2,7563,0.0024764825207678554,0.0071089615890277255,0.1096222271590011
253,Transportation and warehousing,2002-05-01,112,283,4216.8,7563,0.0008157824774294111,0.002061307509933244,0.03071421027521733
254,Wholesale trade,2002-05-01,102,199,5652.2,7563,0.0007429447562303566,0.001449470651861186,0.04116933677612962
340,Accommodation and food services,2002-06-01,339,776,10146.3,7444,0.002470501555541466,0.005655189401475451,0.07394233018581231
341,"Arts, entertainment, and recreation",2002-06-01,50,194,1758.6,7444,0.000364380760404346,0.0014137973503688627,0.012816000104941657
342,Construction,2002-06-01,132,738,6701.0,7444,0.0009619652074674735,0.005378260023568148,0.04883430950939045
343,Durable goods,2002-06-01,158,804,9512.0,7444,0.0011514432028777335,0.005859242627301884,0.06931979585932278
344,Educational services,2002-06-01,94,130,2684.2,7444,0.0006850358295601705,0.0009473899770512997,0.019561416741546912
345,Finance and insurance,2002-06-01,181,234,5792.7,7444,0.0013190583526637325,0.0017053019586923395,0.042214968615885105
346,Government,2002-06-01,417,475,21549.0,7444,0.003038935541772246,0.0034616172238412873,0.15704082011906506
347,Health care and social assistance,2002-06-01,649,433,13541.1,7444,0.0047296622700484115,0.0031555373851016367,0.0986823262942258
348,Information,2002-06-01,72,271,3401.0,7444,0.0005247082949822583,0.0019749437213915553,0.024785179322703618
349,Mining,2002-06-01,8,32,579.0,7444,5.830092166469536e-05,0.00023320368665878145,0.004219529205482327
350,Nondurable goods,2002-06-01,99,409,5785.0,7444,0.0007214739056006052,0.0029806346201075506,0.042158853978782836
351,"Other services, except government",2002-06-01,121,321,5365.0,7444,0.0008818014401785174,0.0023393244817959016,0.03909805559138633
352,Professional and business services,2002-06-01,525,1078,16007.0,7444,0.003825997984245633,0.007856049194317701,0.11665285663584733
353,Real estate and rental and leasing,2002-06-01,59,104,2034.4,7444,0.0004299692972771283,0.0007579119816410397,0.014825924379332032
354,Retail trade,2002-06-01,339,988,15040.8,7444,0.002470501555541466,0.007200163825589878,0.10961156282179375
355,Transportation and warehousing,2002-06-01,85,267,4221.9,7444,0.0006194472926873883,0.0019457932605592078,0.030767582647022167
356,Wholesale trade,2002-06-01,120,190,5656.1,7444,0.0008745138249704304,0.001384646889536515,0.04121948037846043
272,Accommodation and food services,2002-07-01,362,814,10169.7,7397,0.002640880390733574,0.0059383332543014615,0.07419050085536803
273,"Arts, entertainment, and recreation",2002-07-01,40,173,1742.2,7397,0.00029180998792636173,0.0012620781977815145,0.012709784024132687
274,Construction,2002-07-01,101,768,6688.0,7397,0.0007368202195140634,0.005602751768186145,0.048790629981287685
275,Durable goods,2002-07-01,167,753,9478.0,7397,0.0012183066995925603,0.00549332302271376,0.06914437663915142
276,Educational services,2002-07-01,55,134,2694.5,7397,0.0004012387333987474,0.000977563459553312,0.019657050311689545
277,Finance and insurance,2002-07-01,189,220,5799.6,7397,0.0013788021929520592,0.0016049549335949895,0.04230953014944319
278,Government,2002-07-01,407,495,21544.0,7397,0.0029691666271507307,0.0036111486005887265,0.15716885949713844
279,Health care and social assistance,2002-07-01,642,459,13564.7,7397,0.004683550306218106,0.003348519611455001,0.09895787358061799
280,Information,2002-07-01,97,270,3380.0,7397,0.0007076392207214273,0.0019697174185029417,0.024657943979777566
281,Mining,2002-07-01,6,17,577.0,7397,4.377149818895426e-05,0.00012401924486870374,0.0042093590758377685
282,Nondurable goods,2002-07-01,93,403,5772.0,7397,0.000678458221928791,0.0029399856283580947,0.042108181257774
283,"Other services, except government",2002-07-01,135,322,5360.0,7397,0.0009848587092514708,0.002349070402807212,0.03910253838213248
284,Professional and business services,2002-07-01,599,1091,15942.0,7397,0.004369854569197267,0.007959117420691516,0.11630087068805148
285,Real estate and rental and leasing,2002-07-01,44,106,2030.7,7397,0.0003209909867189979,0.0007732964680048586,0.01481446356205157
286,Retail trade,2002-07-01,345,884,15044.4,7397,0.00251686114586487,0.0064490007331725946,0.10975265455898392
287,Transportation and warehousing,2002-07-01,75,273,4238.9,7397,0.0005471437273619283,0.001991603167597419,0.030923833945526367
288,Wholesale trade,2002-07-01,95,215,5652.8,7397,0.0006930487213251092,0.0015684786851041944,0.04123858749375344
255,Accommodation and food services,2002-08-01,350,746,10192.5,7375,0.0025540174694794913,0.005443705806376287,0.07437663730762775
256,"Arts, entertainment, and recreation",2002-08-01,53,161,1743.4,7375,0.0003867512168068944,0.001174848035960566,0.012721925875115843
257,Construction,2002-08-01,111,798,6701.0,7375,0.0008099883974634958,0.00582315983041324,0.048898488751377346
258,Durable goods,2002-08-01,159,756,9428.0,7375,0.0011602536504206832,0.0055166777340757015,0.06879793343500755
259,Educational services,2002-08-01,45,118,2678.7,7375,0.00032837367464736317,0.0008610687468530857,0.019546990272842037
260,Finance and insurance,2002-08-01,184,227,5807.4,7375,0.0013426834696692183,0.0016564627587766986,0.0423777172921577
261,Government,2002-08-01,457,481,21589.0,7375,0.0033348170958632213,0.003509949722341815,0.15753909471026495
262,Health care and social assistance,2002-08-01,659,456,13602.9,7375,0.004808850035391385,0.00332751990309328,0.09926298353023591
263,Information,2002-08-01,80,269,3370.0,7375,0.0005837754215953123,0.0019629448551142376,0.02459153963470253
264,Mining,2002-08-01,8,46,577.0,7375,5.8377542159531225e-05,0.0003356708674173046,0.00421048022825619
265,Nondurable goods,2002-08-01,90,401,5736.0,7375,0.0006567473492947263,0.002926174300746503,0.04185669772838389
266,"Other services, except government",2002-08-01,141,327,5369.0,7375,0.0010289041805617378,0.002386182035770839,0.03917862798181539
267,Professional and business services,2002-08-01,597,1016,15962.0,7375,0.004356424083655018,0.007413947854260466,0.11647779099380469
268,Real estate and rental and leasing,2002-08-01,36,104,2030.7,7375,0.00026269893971789054,0.0007589080480739059,0.014818409357920009
269,Retail trade,2002-08-01,322,996,14989.4,7375,0.002349696071921132,0.007268003998861638,0.10938054130575967
270,Transportation and warehousing,2002-08-01,105,254,4245.0,7375,0.0007662052408438474,0.0018534869635651165,0.030976583308401258
271,Wholesale trade,2002-08-01,108,219,5642.0,7375,0.0007880968191536716,0.0015980852166171673,0.0411707616080094
323,Accommodation and food services,2002-09-01,346,806,10218.4,7431,0.002524784481185977,0.005881434369467912,0.0745643287356959
324,"Arts, entertainment, and recreation",2002-09-01,34,155,1773.0,7431,0.00024810020913388215,0.0011310450710515214,0.0129376961998345
325,Construction,2002-09-01,133,769,6702.0,7431,0.0009705096416119507,0.005611442965410452,0.04890492945927288
326,Durable goods,2002-09-01,147,751,9384.0,7431,0.001072668551255314,0.005480095795868984,0.06847565772095146
327,Educational services,2002-09-01,49,148,2663.6,7431,0.0003575561837517713,0.00107996561622984,0.019436462266147307
328,Finance and insurance,2002-09-01,130,216,5821.7,7431,0.0009486184466883728,0.0015761660344976041,0.042481323162197694
329,Government,2002-09-01,439,523,21546.0,7431,0.00320341152381689,0.003816364981677069,0.157222561941136
330,Health care and social assistance,2002-09-01,672,427,13639.0,7431,0.004903627662881435,0.0031158467441225785,0.09952466918755937
331,Information,2002-09-01,70,234,3345.0,7431,0.0005107945482168162,0.0017075132040390711,0.024408682339789285
332,Mining,2002-09-01,6,50,576.0,7431,4.378238984715567e-05,0.00036485324872629726,0.004203109425326945
333,Nondurable goods,2002-09-01,94,415,5731.0,7431,0.0006859241076054389,0.003028281964428267,0.04181947936900819
334,"Other services, except government",2002-09-01,154,297,5384.0,7431,0.0011237480060769956,0.0021672282974342055,0.03928739782284769
335,Professional and business services,2002-09-01,587,1059,15953.0,7431,0.00428337714004673,0.007727591808022976,0.1164100775386124
336,Real estate and rental and leasing,2002-09-01,35,89,2036.5,7431,0.0002553972741084081,0.0006494387827328091,0.014860472820622087
337,Retail trade,2002-09-01,319,1023,14972.2,7431,0.0023277637268737765,0.007464897468940042,0.10925311621159736
