,BEA_sector,date,vraw,uraw,eraw,U_monthly,v,u,e
1096,Information,2006-06-01,145,117,3037.0,6012,0.0010252059249832078,0.0008272351256761056,0.02147276133913105
1097,Mining,2006-06-01,20,24,686.0,6012,0.0001414077137907873,0.00016968925654894473,0.004850284583024004
1098,Nondurable goods,2006-06-01,124,272,5186.0,6012,0.0008767278255028812,0.001923144907554707,0.036667020185951145
1099,"Other services, except government",2006-06-01,186,266,5432.0,6012,0.0013150917382543218,0.001880722593417471,0.03840633506557783
1100,Professional and business services,2006-06-01,701,759,17581.0,6012,0.004956340368367095,0.005366422738360377,0.12430445080779157
1101,Real estate and rental and leasing,2006-06-01,92,84,2181.2,6012,0.0006504754834376215,0.0005939123979213066,0.01542192526602326
1102,Retail trade,2006-06-01,420,906,15325.8,6012,0.002969561989606533,0.0064057694347226645,0.10835931700074239
1103,Transportation and warehousing,2006-06-01,146,220,4465.1,6012,0.0010322763106727472,0.0015554848516986602,0.03156997914236222
1104,Wholesale trade,2006-06-01,152,147,5903.0,6012,0.0010746986248099833,0.0010393466963622866,0.041736486725350866
1156,Accommodation and food services,2006-07-01,491,704,11187.8,6182,0.003462467138295591,0.0049645150007333935,0.0788948876778481
1157,"Arts, entertainment, and recreation",2006-07-01,72,154,1942.6,6182,0.0005077344887113698,0.0010859876564104298,0.013698958580148708
1158,Construction,2006-07-01,204,769,7712.0,6182,0.001438581051348881,0.00542288641415338,0.05438400523530672
1159,Durable goods,2006-07-01,213,416,9005.0,6182,0.0015020478624378022,0.0029335770458879143,0.06350207042841507
1160,Educational services,2006-07-01,67,125,2868.4,6182,0.00047247514921752465,0.0008814834873461282,0.020227577880829073
1161,Finance and insurance,2006-07-01,200,231,6156.2,6182,0.001410373579753805,0.0016289814846156448,0.04341270915840187
1162,Government,2006-07-01,494,492,21973.0,6182,0.003483622741991898,0.00346951900619436,0.15495069333965178
1163,Health care and social assistance,2006-07-01,585,467,14934.1,6182,0.004125342720779879,0.0032932223087251346,0.1053133003870065
1164,Information,2006-07-01,167,110,3032.0,6182,0.0011776619390944272,0.0007757054688645927,0.02138126346906768
1165,Mining,2006-07-01,13,22,690.0,6182,9.167428268399732e-05,0.00015514109377291855,0.004865788850150627
1166,Nondurable goods,2006-07-01,108,309,5180.0,6182,0.0007616017330670546,0.0021790271807196285,0.03652867571562355
1167,"Other services, except government",2006-07-01,193,291,5429.0,6182,0.0013610105044624219,0.0020520935585417862,0.03828459082241704
1168,Professional and business services,2006-07-01,624,742,17631.0,6182,0.004400365568831871,0.005232485980886616,0.12433148292319668
1169,Real estate and rental and leasing,2006-07-01,67,95,2170.7,6182,0.00047247514921752465,0.0006699274503830573,0.01530748964785792
1170,Retail trade,2006-07-01,388,877,15322.1,6182,0.002736124744722382,0.006184488147220435,0.10804942513172888
1171,Transportation and warehousing,2006-07-01,137,230,4479.3,6182,0.0009661059021313564,0.0016219296167168757,0.031587431878956095
1172,Wholesale trade,2006-07-01,173,148,5911.2,6182,0.0012199731464870413,0.0010436764490178157,0.04168500152320346
1071,Accommodation and food services,2006-08-01,522,731,11207.9,6053,0.003679614162144101,0.005152869640856969,0.07900526354002849
1072,"Arts, entertainment, and recreation",2006-08-01,49,142,1944.1,6053,0.0003454043945307681,0.0010009678372116136,0.013704095579740127
1073,Construction,2006-08-01,207,761,7720.0,6053,0.0014591573401605917,0.005364341719141113,0.05441881481178632
1074,Durable goods,2006-08-01,214,439,8991.0,6053,0.0015085008250935587,0.0030945414122246365,0.06337818186175788
1075,Educational services,2006-08-01,68,124,2892.0,6053,0.0004793367107773925,0.0008740845902411275,0.020385908346591455
1076,Finance and insurance,2006-08-01,227,174,6163.0,6053,0.0016001387256833542,0.0012265380540480337,0.043443413948839264
1077,Government,2006-08-01,467,465,22011.0,6053,0.003291915351956504,0.003277817213404228,0.15515706383707625
1078,Health care and social assistance,2006-08-01,707,424,14961.9,6053,0.004983691978229654,0.0029888053730825646,0.105467469602651
1079,Information,2006-08-01,178,127,3035.0,6053,0.0012547343311525862,0.0008952317980695418,0.021393925253079208
1080,Mining,2006-08-01,23,38,693.0,6053,0.00016212859335117686,0.00026786463249324873,0.00488500500836372
1081,Nondurable goods,2006-08-01,124,276,5168.0,6053,0.0008740845902411275,0.0019455431202141224,0.036429590019081824
1082,"Other services, except government",2006-08-01,190,317,5432.0,6053,0.0013393231624662437,0.0022345549605357856,0.038290544307982295
1083,Professional and business services,2006-08-01,736,727,17683.0,6053,0.005188114987237659,0.005124673363752417,0.12464869200995046
1084,Real estate and rental and leasing,2006-08-01,66,80,2173.3,6053,0.00046523857222511623,0.00056392554209105,0.015319742257830987
1085,Retail trade,2006-08-01,433,855,15336.8,6053,0.003052246996567808,0.0060269542310980966,0.10811016567427519
1086,Transportation and warehousing,2006-08-01,150,236,4479.5,6053,0.0010573603914207188,0.0016635803491685975,0.03157630582246073
1087,Wholesale trade,2006-08-01,167,137,5918.2,6053,0.0011771945691150668,0.000965722490830923,0.04171780179004065
1190,Accommodation and food services,2006-09-01,435,773,11221.7,5945,0.003065320932054871,0.0054471105298354375,0.07907611931779344
1191,"Arts, entertainment, and recreation",2006-09-01,119,124,1928.3,5945,0.0008385590595736314,0.0008737926335052966,0.013588180122485995
1192,Construction,2006-09-01,174,703,7718.0,5945,0.0012261283728219486,0.004953840494792125,0.05438654472091838
1193,Durable goods,2006-09-01,226,389,8971.0,5945,0.0015925575417112664,0.0027411720518835513,0.06321607834819368
1194,Educational services,2006-09-01,86,127,2919.4,5945,0.0006060174716246412,0.0008949327778642957,0.02057217914722067
1195,Finance and insurance,2006-09-01,207,135,6176.9,5945,0.0014586699607709388,0.0009513064961549601,0.043526852563700535
1196,Government,2006-09-01,483,385,22082.0,5945,0.003403563241798857,0.0027129851927382193,0.15560555591180614
1197,Health care and social assistance,2006-09-01,701,424,15005.4,5945,0.00493974706521946,0.002987807069405208,0.10573877405484175
1198,Information,2006-09-01,173,163,3028.0,5945,0.0012190816580356155,0.0011486145101722851,0.021337452373016437
1199,Mining,2006-09-01,18,19,694.0,5945,0.00012684086615399466,0.0001338875809403277,0.004890420061715128
1200,Nondurable goods,2006-09-01,122,281,5153.0,5945,0.0008596992039326306,0.0019801268549595836,0.03631172129397414
1201,"Other services, except government",2006-09-01,236,302,5448.0,5945,0.0016630246895745968,0.0021281078654725775,0.038390502155942384
1202,Professional and business services,2006-09-01,720,773,17681.0,5945,0.005073634646159787,0.0054471105298354375,0.12459296413715443
1203,Real estate and rental and leasing,2006-09-01,49,107,2173.4,5945,0.00034528902453031884,0.000753998482137635,0.015315329916616225
1204,Retail trade,2006-09-01,458,898,15350.8,5945,0.003227395372140531,0.006327949878127068,0.10817270934204118
1205,Transportation and warehousing,2006-09-01,170,201,4486.6,5945,0.0011979415136766163,0.0014163896720529405,0.03161579056036181
1206,Wholesale trade,2006-09-01,245,141,5927.6,5945,0.0017264451226515942,0.0009935867848729582,0.04177010656746771
1207,Accommodation and food services,2006-10-01,517,696,11244.0,5703,0.0036495242559241243,0.00491309261532532,0.07937185828551421
1208,"Arts, entertainment, and recreation",2006-10-01,84,152,1943.2,5703,0.0005929594535737455,0.0010729742493239204,0.013717128692672647
1209,Construction,2006-10-01,180,545,7682.0,5703,0.0012706274005151689,0.0038471774071153725,0.05422755383754182
1210,Durable goods,2006-10-01,237,380,8941.0,5703,0.001672992744011639,0.002682435623309801,0.06311488660003403
1211,Educational services,2006-10-01,69,118,2916.7,5703,0.0004870738368641481,0.000832966851448833,0.020589105217125515
1212,Finance and insurance,2006-10-01,243,166,6176.9,5703,0.001715346990695478,0.0011718008249195448,0.04360299105690081
1213,Government,2006-10-01,456,451,22068.0,5703,0.0032189227479717613,0.0031836275424018956,0.1557789193031597
1214,Health care and social assistance,2006-10-01,766,426,15039.3,5703,0.005407225493303441,0.0030071515145525664,0.10616303702537655
1215,Information,2006-10-01,167,119,3024.0,5703,0.0011788598660335179,0.0008400258925628061,0.021346540328654837
1216,Mining,2006-10-01,18,21,699.0,5703,0.0001270627400515169,0.00014823986339343638,0.004934269738667239
1217,Nondurable goods,2006-10-01,133,262,5127.0,5703,0.0009388524681584303,0.001849468771860968,0.036191703791340395
1218,"Other services, except government",2006-10-01,164,281,5454.0,5703,0.0011576827426915983,0.0019835905530264583,0.038500010235609616
1219,Professional and business services,2006-10-01,779,791,17685.0,5703,0.0054989930277850926,0.00558370152115277,0.12483914210061535
1220,Real estate and rental and leasing,2006-10-01,62,48,2166.3,5703,0.00043766054906633594,0.00033883397347071173,0.01529200076520006
1221,Retail trade,2006-10-01,429,903,15371.0,5703,0.0030283286378944858,0.006374314125917764,0.10850452096288145
1222,Transportation and warehousing,2006-10-01,170,225,4496.1,5703,0.0012000369893754373,0.0015882842506439612,0.031738154752534734
1223,Wholesale trade,2006-10-01,198,119,5925.8,5703,0.0013976901405666857,0.0008400258925628061,0.04183046583318216
1139,Accommodation and food services,2006-11-01,644,686,11299.3,5900,0.004533187295249866,0.004828829944940076,0.07953702361058511
1140,"Arts, entertainment, and recreation",2006-11-01,83,141,1951.6,5900,0.0005842461886735077,0.0009925146096742721,0.01373752845560503
1141,Construction,2006-11-01,134,685,7666.0,5900,0.0009432408347259039,0.0048217908342331655,0.05396182267917
1142,Durable goods,2006-11-01,218,425,8912.0,5900,0.0015345261341063213,0.0029916220504366355,0.06273255461997952
1143,Educational services,2006-11-01,70,122,2924.2,5900,0.0004927377494836811,0.0008587715062429871,0.02058376752914543
1144,Finance and insurance,2006-11-01,245,150,6176.1,5900,0.001724582123192884,0.0010558666060364597,0.04347425163694519
1145,Government,2006-11-01,464,437,22083.0,5900,0.0032661473680061152,0.0030760913789195524,0.1554446817406876
1146,Health care and social assistance,2006-11-01,708,436,15076.2,5900,0.004983690380492089,0.0030690522682126427,0.10612304083951249
1147,Information,2006-11-01,189,132,3024.0,5900,0.0013303919236059391,0.0009291626133120845,0.021286270777695026
1148,Mining,2006-11-01,17,24,701.0,5900,0.00011966488201746542,0.00016893865696583353,0.0049344166055437216
1149,Nondurable goods,2006-11-01,121,275,5122.0,5900,0.0008517323955360774,0.0019357554444001759,0.03605432504079164
1150,"Other services, except government",2006-11-01,166,295,5455.0,5900,0.0011684923773470153,0.0020765376585383704,0.03839834890619258
1151,Professional and business services,2006-11-01,785,713,17747.0,5900,0.005525701904924138,0.005018885934026638,0.124923097715527
1152,Real estate and rental and leasing,2006-11-01,64,92,2174.1,5900,0.0004505030852422228,0.0006475981850356952,0.015303730587892445
1153,Retail trade,2006-11-01,424,943,15399.9,5900,0.002984582939729726,0.006637881396615876,0.10840160097533916
1154,Transportation and warehousing,2006-11-01,161,208,4509.3,5900,0.0011332968238124666,0.001464135027037224,0.031741461910668047
1155,Wholesale trade,2006-11-01,182,136,5942.7,5900,0.001281118148657571,0.0009573190561397234,0.04183132319795246
1054,Accommodation and food services,2006-12-01,553,590,11334.9,5795,0.003890618052467763,0.004150930652723292,0.07974641331449701
1055,"Arts, entertainment, and recreation",2006-12-01,67,144,1957.3,5795,0.00047137687073298395,0.0010131084982917863,0.013770536553517454
1056,Construction,2006-12-01,122,663,7685.0,5795,0.0008583280332749856,0.004664520377551767,0.054067630620641516
1057,Durable goods,2006-12-01,245,403,8908.0,5795,0.0017236915422325532,0.0028352967000804855,0.06267201738043912
1058,Educational services,2006-12-01,72,99,2918.9,5795,0.0005065542491458931,0.0006965120925756032,0.02053584996988816
1059,Finance and insurance,2006-12-01,209,138,6177.1,5795,0.0014704144176596065,0.0009708956441962953,0.043458836838876344
1060,Government,2006-12-01,461,450,22088.0,5795,0.0032433542896702326,0.0031659640571618324,0.1553995868768679
1061,Health care and social assistance,2006-12-01,690,443,15120.9,5795,0.004854478220981477,0.0031167157273837595,0.10638272424875189
1062,Information,2006-12-01,196,118,3032.0,5795,0.0013789532337860426,0.0008301861305446583,0.02133156226958817
1063,Mining,2006-12-01,13,24,705.0,5795,9.146118387356405e-05,0.0001688514163819644,0.004960010356220204
1064,Nondurable goods,2006-12-01,126,269,5102.0,5795,0.000886469936005313,0.0018925429586145175,0.0358949969325326
1065,"Other services, except government",2006-12-01,227,335,5466.0,5795,0.0015970529799460799,0.00235688435366492,0.03845591008099239
1066,Professional and business services,2006-12-01,703,770,17771.0,5795,0.004945939404855041,0.005417316275588025,0.12502743835516206
1067,Real estate and rental and leasing,2006-12-01,74,107,2173.4,5795,0.0005206252005110569,0.0007527958980362579,0.015290902848523392
1068,Retail trade,2006-12-01,547,870,15408.5,5795,0.003848405198372272,0.00612086384384621,0.10840612705506243
1069,Transportation and warehousing,2006-12-01,169,210,4529.2,5795,0.0011889953903563325,0.0014774498933421885,0.031865076461549714
1070,Wholesale trade,2006-12-01,197,162,5964.6,5795,0.0013859887094686244,0.0011397470605782596,0.041963798256327706
1428,Accommodation and food services,2007-01-01,483,656,11361.0,5986,0.0033887317303158892,0.004602501066433174,0.07970886374351722
1429,"Arts, entertainment, and recreation",2007-01-01,76,163,1960.7,5986,0.000533216586964819,0.0011436092588850723,0.013756286342920008
1430,Construction,2007-01-01,294,708,7718.0,5986,0.002062706270627063,0.004967333468040683,0.054149547607822014
1431,Durable goods,2007-01-01,230,501,8892.0,5986,0.0016136817763408996,0.0035150198693338726,0.06238634067488382
1432,Educational services,2007-01-01,59,131,2914.5,5986,0.00041394445567005683,0.0009190970117419906,0.020448154509328485
1433,Finance and insurance,2007-01-01,217,141,6173.6,5986,0.0015224736759390227,0.0009892570889742038,0.043314025280079035
1434,Government,2007-01-01,442,480,22101.0,5986,0.003101075413663816,0.003367683707146225,0.155060786690914
1435,Health care and social assistance,2007-01-01,691,438,15156.7,5986,0.00484806133674592,0.0030730113827709305,0.10633952425854833
1436,Information,2007-01-01,166,134,3029.0,5986,0.0011646572820547363,0.0009401450349116546,0.021251487393637327
1437,Mining,2007-01-01,15,28,705.0,5986,0.00010524011584831953,0.00019644821625019646,0.004946285444871018
1438,Nondurable goods,2007-01-01,145,222,5117.0,5986,0.001017321119867089,0.0015575537145551292,0.035900911519723404
1439,"Other services, except government",2007-01-01,197,269,5466.0,5986,0.0013821535214745967,0.0018873060775465304,0.03834949821512764
1440,Professional and business services,2007-01-01,777,773,17830.0,5986,0.005451438000942952,0.005423373970050067,0.12509541770503582
1441,Real estate and rental and leasing,2007-01-01,46,99,2172.3,5986,0.0003227363552681799,0.000694584764598909,0.015240873577153638
1442,Retail trade,2007-01-01,460,864,15450.6,5986,0.0032273635526817992,0.006061830672863205,0.10840152892840306
1443,Transportation and warehousing,2007-01-01,186,212,4530.4,5986,0.0013049774365191623,0.001487393637322916,0.031785321389281786
1444,Wholesale trade,2007-01-01,212,167,5967.4,5986,0.001487393637322916,0.0011716732897779575,0.041867324487550796
1241,Accommodation and food services,2007-02-01,470,645,11379.1,5972,0.0032958217395206895,0.004522989408491159,0.07979464926846783
1242,"Arts, entertainment, and recreation",2007-02-01,76,173,1965.4,5972,0.0005329413876671754,0.001213142895610807,0.013782144780540349
1243,Construction,2007-02-01,285,818,7621.0,5972,0.0019985302037519074,0.005736132304101966,0.05344139888699399
1244,Durable goods,2007-02-01,247,451,8888.0,5972,0.0017320595099183198,0.003162586392603896,0.06232609281034019
1245,Educational services,2007-02-01,64,124,2911.8,5972,0.0004487927475092003,0.0008695359482990756,0.02041866753433265
1246,Finance and insurance,2007-02-01,210,158,6173.8,5972,0.0014726012027645634,0.0011079570954133382,0.0432930728839422
1247,Government,2007-02-01,458,464,22131.0,5972,0.0032116730993627146,0.0032537474194417023,0.15519112961134549
1248,Health care and social assistance,2007-02-01,618,406,15195.6,5972,0.004333654968135715,0.002847028992011489,0.10655742303204381
1249,Information,2007-02-01,200,134,3032.0,5972,0.001402477335966251,0.0009396598150973882,0.021261556413248364
1250,Mining,2007-02-01,16,30,712.0,5972,0.00011219818687730008,0.00021037160039493765,0.004992819316039853
1251,Nondurable goods,2007-02-01,125,263,5109.0,5972,0.0008765483349789068,0.0018442576967956199,0.03582628354725788
1252,"Other services, except government",2007-02-01,242,244,5473.0,5972,0.0016969975765191636,0.0017110223498788262,0.038378792298716456
1253,Professional and business services,2007-02-01,655,744,17877.0,5972,0.004593113275289472,0.005217215689794453,0.12536043667534333
1254,Real estate and rental and leasing,2007-02-01,53,115,2174.1,5972,0.0003716564940310565,0.0008064244681805943,0.01524562988062113
1255,Retail trade,2007-02-01,431,849,15476.5,5972,0.0030223386590072705,0.005953516291176735,0.10852720245040841
1256,Transportation and warehousing,2007-02-01,172,222,4530.5,5972,0.0012061305089309758,0.0015567498429225385,0.031769617852975496
1257,Wholesale trade,2007-02-01,144,132,5983.0,5972,0.0010097836818957007,0.0009256350417377256,0.041955109505430396
1360,Accommodation and food services,2007-03-01,516,685,11398.5,5713,0.0036194372195988314,0.004804873053149612,0.07995378904573117
1361,"Arts, entertainment, and recreation",2007-03-01,67,159,1961.6,5713,0.000469965685490546,0.0011152917013880121,0.013759472965048581
1362,Construction,2007-03-01,203,723,7707.0,5713,0.0014239258829041915,0.00507142075536813,0.054060082657845336
1363,Durable goods,2007-03-01,249,436,8875.0,5713,0.0017465888908529245,0.003058284162296687,0.062252917294456644
1364,Educational services,2007-03-01,60,138,2925.4,5713,0.00042086479297660833,0.0009679890238461991,0.020519964422896168
1365,Finance and insurance,2007-03-01,255,128,6164.5,5713,0.0017886753701505853,0.000897844891683431,0.043240350271738365
1366,Government,2007-03-01,450,470,22149.0,5713,0.0031564859473245622,0.0032967742116500986,0.15536223832731497
1367,Health care and social assistance,2007-03-01,665,389,15233.7,5713,0.004664584788824076,0.0027286067411316775,0.10685546661279598
1368,Information,2007-03-01,175,113,3030.0,5713,0.001227522312848441,0.000792628693439279,0.02125367204531872
1369,Mining,2007-03-01,17,23,715.0,5713,0.0001192450246767057,0.00016133150397436652,0.005015305449637916
1370,Nondurable goods,2007-03-01,136,269,5099.0,5713,0.0009539601974136456,0.0018868771551784607,0.03576649298979543
1371,"Other services, except government",2007-03-01,165,229,5485.0,5713,0.001157378180685673,0.0016063006265273883,0.038474056491278275
1372,Professional and business services,2007-03-01,863,721,17888.0,5713,0.006053438605646883,0.0050573919289355765,0.1254738236127595
1373,Real estate and rental and leasing,2007-03-01,63,111,2173.2,5713,0.0004419080326254387,0.0007785998670067254,0.015243722801612751
1374,Retail trade,2007-03-01,422,736,15526.5,5713,0.002960082377268812,0.0051626081271797285,0.10890928680252182
1375,Transportation and warehousing,2007-03-01,182,225,4531.6,5713,0.0012766232053623785,0.0015782429736622811,0.03178651493087997
1376,Wholesale trade,2007-03-01,238,158,5987.6,5713,0.0016694303454738797,0.0011082772881717351,0.041999500573779
1275,Accommodation and food services,2007-04-01,491,695,11421.4,5922,0.0034371838893380796,0.004865260291425591,0.07995407754314855
1276,"Arts, entertainment, and recreation",2007-04-01,88,164,1956.9,5922,0.0006160329577632403,0.0011480614212860387,0.013699032898260058
1277,Construction,2007-04-01,188,822,7690.0,5922,0.0013160704097669226,0.005754307855470268,0.05383288005908316
1278,Durable goods,2007-04-01,230,464,8865.0,5922,0.001610086139608469,0.0032481737772970852,0.06205832012012643
1279,Educational services,2007-04-01,67,152,2928.1,5922,0.0004690250928424671,0.001064056927045597,0.020497796632119817
1280,Finance and insurance,2007-04-01,162,169,6139.2,5922,0.0011340606722459652,0.001183063293886223,0.04297669925341006
1281,Government,2007-04-01,439,509,22171.0,5922,0.003073164414296165,0.0035631906306987423,0.15520530348373637
1282,Health care and social assistance,2007-04-01,695,437,15285.0,5922,0.004865260291425591,0.0030591636652560913,0.10700072453876282
1283,Information,2007-04-01,175,78,3034.0,5922,0.0012250655410064439,0.0005460292125628721,0.02123913629379172
1284,Mining,2007-04-01,18,17,720.0,5922,0.0001260067413606628,0.00011900636684062597,0.005040269654426512
1285,Nondurable goods,2007-04-01,142,261,5084.0,5922,0.0009940531818452287,0.0018270977497296106,0.0355899040598672
1286,"Other services, except government",2007-04-01,208,242,5490.0,5922,0.001456077900167659,0.001694090633848911,0.03843205611500215
1287,Professional and business services,2007-04-01,809,755,17914.0,5922,0.005663302986709789,0.005285282762627801,0.12540470915193963
1288,Real estate and rental and leasing,2007-04-01,74,66,2175.4,5922,0.0005180277144827248,0.00046202471832243024,0.015228614730888103
1289,Retail trade,2007-04-01,409,785,15514.3,5922,0.0028631531786950603,0.005495293998228905,0.10860591041620726
1290,Transportation and warehousing,2007-04-01,175,181,4534.5,5922,0.0012250655410064439,0.0012670677881266648,0.03174319826110697
1291,Wholesale trade,2007-04-01,288,125,6004.7,5922,0.0020161078617706046,0.0008750468150046027,0.042035148880465105
1326,Accommodation and food services,2007-05-01,515,716,11441.5,5852,0.0036034649239424007,0.005009865797170406,0.08005639597531451
1327,"Arts, entertainment, and recreation",2007-05-01,59,110,1968.6,5852,0.00041282413691767306,0.0007696721196770176,0.013774332134510698
1328,Construction,2007-05-01,182,741,7675.0,5852,0.0012734575071019745,0.005184791278915182,0.05370212289564646
1329,Durable goods,2007-05-01,221,454,8849.0,5852,0.0015463412586238263,0.0031766467484851454,0.06191662351838117
1330,Educational services,2007-05-01,62,185,2930.9,5852,0.0004338151947270463,0.0012944485649113479,0.020507563777830643
1331,Finance and insurance,2007-05-01,239,191,6151.3,5852,0.0016722876054800656,0.001336430680530094,0.0430407646342658
1332,Government,2007-05-01,470,498,22201.0,5852,0.0032885990568018025,0.0034845155963559526,0.1553408248086315
1333,Health care and social assistance,2007-05-01,705,478,15324.0,5852,0.004932898585202704,0.003344575210960131,0.10722232329027834
1334,Information,2007-05-01,172,108,3041.0,5852,0.0012034873144040638,0.0007556780811374355,0.021277935599434642
1335,Mining,2007-05-01,14,24,720.0,5852,9.795826977707496e-05,0.00016792846247498566,0.0050378538742495696
1336,Nondurable goods,2007-05-01,152,203,5082.0,5852,0.0010635469290082426,0.001420394911767587,0.03555885192907821
1337,"Other services, except government",2007-05-01,173,252,5497.0,5852,0.001210484333673855,0.0017632488559873494,0.038462614926041507
1338,Professional and business services,2007-05-01,806,763,17937.0,5852,0.005639597531451602,0.005338725702850586,0.1255055346422424
1339,Real estate and rental and leasing,2007-05-01,55,87,2174.0,5852,0.0003848360598385088,0.000608740676471823,0.015211519892525784
1340,Retail trade,2007-05-01,378,691,15527.8,5852,0.002644873283981024,0.004834940315425629,0.10864831581746176
1341,Transportation and warehousing,2007-05-01,148,225,4534.8,5852,0.0010355588519290783,0.0015743293357029905,0.03173008298464854
1342,Wholesale trade,2007-05-01,195,126,6011.1,5852,0.0013644187576092584,0.0008816244279936747,0.042059782532641095
1309,Accommodation and food services,2007-06-01,520,698,11451.3,5952,0.0036342186849160356,0.0048782396962911406,0.08003178543572884
1310,"Arts, entertainment, and recreation",2007-06-01,71,170,1975.1,5952,0.0004962106281327664,0.0011881099546840886,0.013803741008803196
1311,Construction,2007-06-01,167,719,7687.0,5952,0.0011671433084249577,0.005025006220105057,0.05372353659797994
1312,Durable goods,2007-06-01,231,423,8828.0,5952,0.0016144317619530852,0.0029562971225374677,0.061697851058536084
1313,Educational services,2007-06-01,80,170,2929.5,5952,0.0005591105669101594,0.0011881099546840886,0.0204739300720414
1314,Finance and insurance,2007-06-01,208,223,6146.7,5952,0.0014536874739664142,0.001558520705262069,0.042958561520333456
1315,Government,2007-06-01,460,480,22218.0,5952,0.003214885759733416,0.003354663401460956,0.155278982195124
1316,Health care and social assistance,2007-06-01,710,409,15370.4,5952,0.004962106281327664,0.0028584527733281897,0.10742191322044892
1317,Information,2007-06-01,166,115,3040.0,5952,0.0011601544263385806,0.000803721439933354,0.021246201542586055
1318,Mining,2007-06-01,11,26,724.0,5952,7.68777029501469e-05,0.00018171093424580178,0.005059950630536942
1319,Nondurable goods,2007-06-01,127,264,5080.0,5952,0.000887588024969878,0.0018450648708035259,0.03550352099879512
1320,"Other services, except government",2007-06-01,271,255,5500.0,5952,0.0018939870454081648,0.0017821649320261328,0.038438851475073456
1321,Professional and business services,2007-06-01,812,728,17944.0,5952,0.005674972254138117,0.00508790615888245,0.12540850015794874
1322,Real estate and rental and leasing,2007-06-01,68,71,2172.0,5952,0.00047524398187363543,0.0004962106281327664,0.015179851891610826
1323,Retail trade,2007-06-01,444,832,15505.4,5952,0.0031030636463513844,0.005814749895865657,0.1083654123021098
1324,Transportation and warehousing,2007-06-01,139,240,4535.0,5952,0.0009714546100064019,0.001677331700730478,0.03169458026171966
1325,Wholesale trade,2007-06-01,210,129,6026.0,5952,0.0014676652381391683,0.0009015657891426319,0.04211500345250775
1411,Accommodation and food services,2007-07-01,556,739,11455.0,6145,0.0038819415013757854,0.005159630880425729,0.07997776960118637
1412,"Arts, entertainment, and recreation",2007-07-01,60,171,1965.5,6145,0.0004189145505081783,0.0011939064689483081,0.013722942483730407
1413,Construction,2007-07-01,180,739,7659.0,6145,0.001256743651524535,0.005159630880425729,0.05347444237236896
1414,Durable goods,2007-07-01,230,356,8815.0,6145,0.0016058391102813502,0.0024855596663485246,0.06154552937882653
1415,Educational services,2007-07-01,60,167,2928.8,6145,0.0004189145505081783,0.001165978832247763,0.020448615592139213
1416,Finance and insurance,2007-07-01,242,208,6152.3,6145,0.0016896220203829859,0.0014522371084283515,0.04295479981819109
1417,Government,2007-07-01,451,523,22152.0,6145,0.0031488410379864737,0.0036515384985962873,0.15466325204761944
1418,Health care and social assistance,2007-07-01,678,412,15410.5,6145,0.004733734420742415,0.0028765465801561577,0.10759471134343802
1419,Information,2007-07-01,157,116,3038.0,6145,0.0010961597404963999,0.0008099014643158114,0.021211040074064096
1420,Mining,2007-07-01,13,31,729.0,6145,9.076481927677197e-05,0.00021643918442922546,0.005089811788674366
1421,Nondurable goods,2007-07-01,144,263,5075.0,6145,0.0010053949212196279,0.001836242113060848,0.03543318906381675
1422,"Other services, except government",2007-07-01,149,236,5501.0,6145,0.0010403044670953094,0.001647730565332168,0.03840748237242481
1423,Professional and business services,2007-07-01,724,756,17955.0,6145,0.005054902242798685,0.005278323336403047,0.12536017923957235
1424,Real estate and rental and leasing,2007-07-01,71,102,2170.4,6145,0.0004957155514346776,0.0007121547358639031,0.015153535673715838
1425,Retail trade,2007-07-01,441,897,15507.0,6145,0.0030790219462351106,0.006262772530097265,0.10826846557883868
1426,Transportation and warehousing,2007-07-01,159,296,4538.0,6145,0.0011101235588466725,0.002066645115840346,0.03168390383676855
1427,Wholesale trade,2007-07-01,208,133,6030.8,6145,0.0014522371084283515,0.0009285939202931285,0.04210649785341203
1394,Accommodation and food services,2007-08-01,553,747,11456.1,6069,0.0038637581580843027,0.005219217620414058,0.08004267601235006
1395,"Arts, entertainment, and recreation",2007-08-01,60,146,1961.6,6069,0.00041921426669992435,0.001020088048969816,0.013705511759309527
1396,Construction,2007-08-01,155,689,7611.0,6069,0.0010829701889748045,0.004813977162604131,0.0531773297308854
1397,Durable goods,2007-08-01,210,352,8784.0,6069,0.0014672499334497352,0.002459390364639556,0.06137296864486892
1398,Educational services,2007-08-01,77,128,2946.3,6069,0.0005379916422649029,0.0008943237689598387,0.020585516566299786
1399,Finance and insurance,2007-08-01,261,228,6122.8,6069,0.001823582060144671,0.0015930142134597126,0.04277941853583828
1400,Government,2007-08-01,485,540,22221.0,6069,0.0033886486558243885,0.0037729284002993193,0.15525600367231698
1401,Health care and social assistance,2007-08-01,712,455,15444.8,6069,0.004974675964839102,0.003179041522474426,0.10791134177211652
1402,Information,2007-08-01,122,134,3030.0,6069,0.0008524023422898461,0.0009362451956298311,0.02117032046834618
1403,Mining,2007-08-01,11,36,728.0,6069,7.685594889498613e-05,0.0002515285600199546,0.005086466435959082
1404,Nondurable goods,2007-08-01,112,279,5048.0,6069,0.0007825332978398588,0.0019493463401546482,0.03526989363835364
1405,"Other services, except government",2007-08-01,152,221,5497.0,6069,0.0010620094756398084,0.0015441058823447214,0.03840701373415807
